price,area,bedrooms,bathrooms,stories,parking,mainroad_yes,guestroom_yes,basement_yes,hotwaterheating_yes,airconditioning_yes,prefarea_yes,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,area_bedrooms
1.7532138543895084,1.0753221068877374,0.047278311684073836,1.4218117367065486,1.3782169202337835,0.35597562605793237,True,False,False,True,False,True,False,False,0.05083941373021341
1.7195009896181168,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,True,False,False,False,True,False,False,False,2.4917127442758304
1.7101363049593967,0.39178979651610985,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,True,True,False,False,True,False,False,True,0.018523160114328505
1.6820422509832371,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,True,False,False,False,True,False,True,False,0.5498453844463855
1.6633128816657974,0.6454623813368893,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,False,True,False,True,True,False,False,0.030516371645189975
1.6445835123483574,0.5578300338533473,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,False,False,False,True,True,False,False,0.026373262207256012
1.5696660350785983,0.6131767796324264,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,True,False,False,False,True,False,False,True,0.028989962904898515
1.5696660350785983,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,True,False,False,False,False,False,True,False,0.5498453844463855
1.494748557808839,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,True,False,False,False,True,False,False,False,0.5498453844463855
1.494748557808839,0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,False,True,False,0.018523160114328505
1.4760191884913991,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,True,False,False,False,True,False,False,False,0.018523160114328505
1.4572898191739594,0.6685235254115056,0.047278311684073836,-0.5701867118926005,2.53202371213457,2.679409353022881,True,False,False,False,True,True,False,False,0.03160666360254102
1.4385604498565197,-0.39228910202084494,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,False,True,False,False,False,False,True,-0.018546766435606946
1.4198310805390797,1.0559507458650597,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,True,True,False,True,True,True,False,0.04992356848603853
1.4198310805390797,1.0559507458650597,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,True,False,False,False,False,True,False,True,0.04992356848603853
1.4198310805390797,0.5416872330011159,0.047278311684073836,-0.5701867118926005,2.53202371213457,0.35597562605793237,True,False,False,False,True,False,False,True,0.025610057837110282
1.3823723419042002,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,True,True,False,False,True,False,False,False,0.5498453844463855
1.3823723419042002,-0.00024965275236754836,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,True,False,False,False,True,False,True,False,-1.1803160639219854e-05
1.3823723419042002,0.39178979651610985,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,True,False,False,True,False,True,False,0.018523160114328505
1.3823723419042002,0.39178979651610985,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,True,False,False,False,True,False,False,True,0.018523160114328505
1.378626468040712,2.900842271834365,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,True,False,True,False,False,True,True,False,4.071098196937113
1.3261842339518808,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,True,True,False,False,True,True,False,False,2.4917127442758304
1.3074548646344408,1.166644237423218,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,True,True,False,False,True,False,True,False,1.6372911059508748
1.3074548646344408,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,True,True,False,False,True,False,False,False,0.018523160114328505
1.2699961259995614,0.39178979651610985,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,True,False,False,False,False,True,False,0.018523160114328505
1.2325373873646817,1.7201116952140096,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,False,False,True,False,True,False,-2.2513900961671554
1.2325373873646817,0.5024832880742681,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,False,False,False,True,False,False,False,0.7051947732327412
1.213808018047242,0.5578300338533473,1.4034193573588298,1.4218117367065486,1.3782169202337835,1.5176924895404067,True,False,False,False,True,True,False,False,0.7828694676259189
1.195078648729802,2.7786182082388984,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,True,False,True,True,False,False,0.1313683777001614
1.1576199100949225,1.7201116952140096,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,False,True,False,True,False,False,False,0.08132397685774856
1.1576199100949225,3.712594543260859,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,True,True,False,False,False,False,-4.859276644091295
1.1388905407774825,1.1758686950530646,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,True,False,False,False,False,False,False,True,0.055593086664263956
1.1201611714600428,0.39178979651610985,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,False,False,True,False,False,False,0.018523160114328505
1.082702432825163,3.200637144804377,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,True,False,False,False,False,True,False,False,4.491836124900159
1.082702432825163,-0.5306559664685429,0.047278311684073836,1.4218117367065486,0.22441012833299692,-0.8057412374245417,True,False,True,False,True,True,True,False,-0.025088518179713203
1.0639730635077234,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,False,False,False,True,False,False,True,0.5498453844463855
1.0452436941902836,-0.06020862734636997,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,True,False,False,False,True,True,False,True,-0.002846562249751931
1.0265143248728437,0.6685235254115056,-1.308862733990682,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,False,True,False,False,True,False,False,-0.8750055292071924
1.007784955555404,-0.5122070512088498,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,True,False,True,True,False,False,False,False,-0.024216284613832368
1.007784955555404,-0.410738017280538,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,True,False,False,True,False,False,True,False,-0.5764376842546926
1.007784955555404,0.5855034067428869,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,True,False,False,0.027681612556077265
1.007784955555404,0.622401237262273,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,True,False,False,0.029426079687838936
1.007784955555404,0.25342293206841193,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,True,True,False,False,0.01198140837022225
1.007784955555404,0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,True,False,False,True,False,False,False,0.018523160114328505
0.99654733396494,0.39178979651610985,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,True,False,False,True,False,True,True,False,0.018523160114328505
0.9890555862379641,-0.5306559664685429,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,False,True,False,True,False,True,False,-0.025088518179713203
0.9890555862379641,2.4672927632315784,0.047278311684073836,1.4218117367065486,-0.9293966635677897,0.35597562605793237,True,False,True,False,True,True,False,False,0.11664943627592235
0.9703262169205242,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,False,False,False,True,False,True,False,0.018523160114328505
0.9328674782856446,-0.6413494580267012,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,True,False,False,True,False,False,True,False,-0.030321919574998208
0.9328674782856446,1.429541279873844,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,False,False,False,0.06758629819512543
0.9328674782856446,0.7008091271159684,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,False,True,False,False,True,False,True,0.03313307234283248
0.9141381089682048,-0.5491048817282359,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,True,False,False,False,True,False,-0.02596075174559404
0.9141381089682048,1.04211405942029,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,True,True,False,True,0.04926939331162791
0.8954087396507651,1.5817448307663118,2.7595604030335856,3.4138101853056977,0.22441012833299692,1.5176924895404067,True,False,False,False,False,False,False,False,4.364920402685774
0.8954087396507651,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,False,False,False,True,False,True,False,-0.003282679032692348
0.8841711180603011,0.7377069576353545,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,False,True,False,False,-0.9655571454545584
0.8766793703333252,-0.16167766127468175,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,True,False,False,True,False,False,False,-0.0076438468620965185
0.8204912623810058,0.9452572543069014,0.047278311684073836,1.4218117367065486,-0.9293966635677897,2.679409353022881,True,False,True,False,True,False,True,False,0.04469016709075353
0.8204912623810058,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,True,False,False,False,False,False,True,False,0.5498453844463855
0.8204912623810058,-0.48453367831931016,0.047278311684073836,1.4218117367065486,1.3782169202337835,1.5176924895404067,True,False,False,False,True,False,True,False,-0.022907934265011115
0.8204912623810058,1.7754584409930887,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,True,False,False,True,False,False,0.08394067755539106
0.8204912623810058,0.5762789491130403,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,True,True,False,True,True,True,False,0.027245495773136848
0.8167453885175179,0.6685235254115056,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,True,False,True,0.03160666360254102
0.8017618930635659,0.39178979651610985,1.4034193573588298,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,True,True,False,False,True,False,True,0.5498453844463855
0.7830325237461262,0.6685235254115056,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,False,True,False,True,True,False,True,0.03160666360254102
0.7830325237461262,0.16117835576994666,0.047278311684073836,-0.5701867118926005,1.3782169202337835,0.35597562605793237,True,False,False,False,False,True,False,True,0.007620240540818078
0.7643031544286863,0.16117835576994666,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,True,True,False,False,True,False,True,False,0.007620240540818078
0.7643031544286863,0.553217805038424,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,True,False,False,True,False,False,False,0.026155203815785802
0.7643031544286863,0.16117835576994666,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,True,True,True,False,False,True,False,False,0.007620240540818078
0.7455737851112465,-0.30004452572237966,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,True,False,False,False,True,False,False,True,-0.014185598606202774
0.7455737851112465,0.13811721169533034,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,False,True,False,True,True,True,False,0.19383636847765395
0.7268444157938068,0.5855034067428869,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,False,True,False,False,True,False,True,0.027681612556077265
0.7174797311350868,-0.8811853564027108,1.4034193573588298,-0.5701867118926005,1.3782169202337835,0.35597562605793237,True,False,False,False,False,False,True,False,-1.2366725865967039
0.7081150464763669,0.6754418686338906,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,True,False,True,False,False,True,False,0.9479281932114219
0.7081150464763669,0.6685235254115056,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,False,True,True,False,0.03160666360254102
0.7081150464763669,1.485810471415908,0.047278311684073836,-0.5701867118926005,1.3782169202337835,1.5176924895404067,True,False,False,False,True,False,False,True,0.07024661057106198
0.704369172612879,-0.39228910202084494,4.115701448708341,1.4218117367065486,0.22441012833299692,-0.8057412374245417,True,False,False,False,False,False,False,False,-1.6145448254996857
0.704369172612879,2.061416627518331,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,True,False,False,True,False,False,0.09746029782654399
0.6706563078414873,0.7607681017099709,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,False,False,False,False,-0.9957410175370137
0.6706563078414873,1.3142355595007624,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,True,True,True,False,0.06213483840837021
0.6706563078414873,0.8068903898592035,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,True,True,False,False,True,False,True,0.03814841534664727
0.6331975692066076,-0.6690228309162407,1.4034193573588298,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,True,False,False,True,False,False,False,-0.9389195914228556
0.6331975692066076,0.5855034067428869,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,True,False,True,False,True,True,False,False,0.027681612556077265
0.6331975692066076,0.8622371356382826,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,True,False,True,True,True,False,0.04076511604428978
0.6331975692066076,0.6408501525219661,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,False,True,False,False,0.030298313253719768
0.6331975692066076,0.9595551636331635,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,True,True,False,True,True,True,False,0.04536614810431117
0.6331975692066076,0.5089404084151607,1.4034193573588298,1.4218117367065486,-0.9293966635677897,0.35597562605793237,True,False,True,False,False,True,True,False,0.7142568209119453
0.6331975692066076,1.0006040000859806,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,True,False,False,False,False,False,False,False,1.4042670227713414
0.6331975692066076,0.6339318092995812,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,True,False,False,False,False,False,False,False,0.029971225666514455
0.6294516953431197,4.819529458842443,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,False,False,True,False,True,False,0.22785921592572875
0.595738830571728,0.9268083390472084,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,True,False,False,True,False,True,0.0438179335248727
0.595738830571728,0.622401237262273,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,False,False,True,0.029426079687838936
0.5919929567082401,0.16117835576994666,0.047278311684073836,-0.5701867118926005,1.3782169202337835,0.35597562605793237,True,True,False,False,True,False,False,False,0.007620240540818078
0.5919929567082401,2.9100667294642113,0.047278311684073836,-0.5701867118926005,1.3782169202337835,1.5176924895404067,True,False,False,False,False,True,True,False,0.13758304185706235
0.5882470828447521,-0.16167766127468175,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,True,True,True,False,False,False,False,True,-0.0076438468620965185
0.5582800919368485,0.3124594608994297,1.4034193573588298,-0.5701867118926005,2.53202371213457,-0.8057412374245417,True,True,False,False,False,False,True,False,0.4385116558161641
0.5582800919368485,0.02281149132224877,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,False,True,False,0.0010784887967118229
0.5582800919368485,-0.16167766127468175,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,False,False,True,-0.0076438468620965185
0.5545342180733605,0.8530126780084362,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,True,False,False,True,True,False,0.04032899926134936
0.5395507226194086,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,False,False,False,True,False,False,True,0.018523160114328505
0.5208213533019688,0.11505606762071403,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,True,False,False,False,True,False,False,True,0.16147191248049655
0.5208213533019688,-0.23547332231345397,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,True,False,False,False,False,False,True,False,-0.33046781867629615
0.5208213533019688,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,False,False,False,True,False,True,False,-0.003282679032692348
0.5208213533019688,0.5578300338533473,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,True,True,False,True,True,False,False,0.026373262207256012
0.5208213533019688,0.29954522021764457,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,True,False,False,False,True,False,False,True,0.014161992284924336
0.4739979300083693,0.6961968983010451,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,True,True,False,False,True,True,False,0.9770562036088634
0.4459038760322096,2.4672927632315784,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,False,False,False,False,False,True,False,3.4626464241905532
0.4459038760322096,-0.16167766127468175,2.7595604030335856,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,False,True,True,False,False,False,True,-0.44615927210868833
0.4459038760322096,-0.2077999494239144,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,True,True,True,False,True,False,False,False,-0.2916304714797073
0.4459038760322096,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,True,False,False,False,False,False,False,False,-0.003282679032692348
0.4459038760322096,2.4672927632315784,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,False,False,False,False,True,False,-3.2293475516387082
0.4459038760322096,0.16117835576994666,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,False,False,False,False,False,True,False,0.007620240540818078
0.4459038760322096,0.5578300338533473,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,False,False,False,False,True,True,False,0.026373262207256012
0.4459038760322096,0.6685235254115056,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,False,True,False,False,True,True,False,0.9382188564122745
0.4459038760322096,-0.006706773093260117,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,True,True,False,True,True,False,True,-0.0003170849086975118
0.42717450671476975,-0.3461668138716123,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,True,False,False,False,True,True,True,False,-0.4858172074626518
0.42717450671476975,0.11505606762071403,2.7595604030335856,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,True,True,False,True,True,False,False,0.3175041683348771
0.40844513739732996,-0.8535119835131713,0.047278311684073836,3.4138101853056977,0.22441012833299692,-0.8057412374245417,True,False,True,False,False,False,True,False,-0.0403526055826278
0.40844513739732996,-0.692083974990857,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,True,False,False,False,False,False,True,False,-0.0327205618811705
0.40844513739732996,0.4379120846653424,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,True,False,True,False,False,True,False,False,0.02070374402903059
0.404699263533842,0.8068903898592035,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,True,True,True,False,False,True,True,False,0.03814841534664727
0.38971576807989017,-1.076282635273965,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,False,False,False,False,-1.5104758843326558
0.38971576807989017,1.3050111018709158,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,False,False,False,False,True,False,0.06169872162542979
0.3709863987624503,-0.9226954157370202,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,True,True,False,True,False,False,False,-0.043623481454680924
0.3709863987624503,0.48864660162949836,1.4034193573588298,-0.5701867118926005,2.53202371213457,-0.8057412374245417,True,True,False,False,True,False,False,False,0.6857760996344467
0.3709863987624503,0.4379120846653424,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,True,True,False,False,True,True,True,False,0.02070374402903059
0.3709863987624503,0.6685235254115056,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,True,True,True,False,False,True,True,False,0.9382188564122745
0.3522570294450105,0.772298673747279,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,True,True,True,False,True,True,True,False,0.036512977410620706
0.33352766012757074,0.7192580423756615,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,True,True,True,False,False,True,False,False,0.03400530590871331
0.3297817862640828,0.5993400931876567,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,True,True,True,False,False,False,True,0.02833578773048789
0.2960689214926911,1.2219909832022973,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,True,False,True,False,True,True,False,True,0.05777367057896605
0.2773395521752513,-0.253922237573147,-1.308862733990682,1.4218117367065486,-0.9293966635677897,1.5176924895404067,True,False,False,False,True,False,True,False,0.3323493540910207
0.25861018285781145,-0.410738017280538,1.4034193573588298,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,True,False,True,False,True,False,False,False,-0.5764376842546926
0.25861018285781145,0.6408501525219661,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,False,False,False,False,True,False,True,False,0.8993815092156857
0.25861018285781145,0.16117835576994666,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,True,False,True,False,False,False,True,False,0.007620240540818078
0.25861018285781145,2.3607502776068507,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,True,False,False,False,False,True,True,False,0.11161228743296052
